Name,QS Global World Ranking,Average Fees (USD),Status,Research Output,Total Students,locality,State,PIN,Country,Overview,Link
The Australian National University,#24,14K-16K,Public,Very High,"16,677",Canberra,ACT,2601,Australia,"The Australian National University (ANU) is a world-leading centre for education and research. Ranked #1 in Australia and #22 in the world (QS World University Rankings 2016-17), Australia’s national university is further distinguished by an outstanding record for student satisfaction and graduate employability.

For academic and professional staff, ANU offers excellent conditions including flexible working arrangements, professional development opportunities, competitive pay and generous superannuation - all within an integrated and engaged on-campus community. Learn more about the benefits of working at ANU www.anu.edu.au/jobs",https://www.anu.edu.au/
